# time m_tauc_0 m_tauc_1 m_tauc_2 m_tauc_3 m_tauc_4 m_tauc_5 m_tauc_6 m_tauc_7 m_tauc_8 m_tauc_9 m_tauc_10 m_tauc_11 m_tauc_12 m_tauc_13 m_tauc_14 m_tauc_15 m_tauc_16 m_tauc_17 m_tauc_18 m_tauc_19 m_tauc_20 m_tauc_21 m_tauc_22 m_tauc_23
3.920000 -3.846975 11.271647 -2.813290 -15.205583 17.157551 2.855438 -12.428431 2.821631 -11.550611 5.263184 -3.458787 -0.394914 -11.169167 1.845638 0.037694 2.477381 -1.542534 0.319505 -0.528148 -1.233089 1.133365 -1.366967 0.388828 -0.382480
3.940000 11.974056 11.572568 -6.785834 -3.021419 8.833523 0.976789 -3.565745 0.375677 -13.125107 6.465873 -0.421884 -0.439630 -5.938715 5.887497 3.075186 1.017707 -1.290744 1.168562 -0.260582 3.043773 1.421619 -2.266846 -1.017049 1.202144
3.960000 7.497007 17.028515 -9.506800 7.122787 -4.834493 0.000746 0.985959 1.987316 -9.152431 1.507581 2.452577 0.160326 -1.839664 5.267342 0.816512 0.757348 0.152351 0.376298 -0.637202 3.472092 0.245835 -1.174098 0.221257 0.418241
3.980000 0.468435 16.993792 -9.444650 14.930614 -16.211006 0.143661 1.716800 1.938571 -8.540815 1.316236 0.052917 0.002168 3.870286 0.976750 -1.593619 -0.338073 -0.044600 0.054731 0.806651 -0.254895 0.227407 -0.019224 -0.404002 -0.198440
4.000000 -7.597062 5.911617 -2.505581 10.242022 -16.590508 -0.299530 -5.995227 0.852414 -8.937509 -1.839937 1.137885 0.361213 8.301896 -6.391245 -3.565768 0.582979 0.345915 -0.705926 0.141926 -4.690945 -1.234016 1.701374 -0.151439 0.127368
4.020000 -16.434767 -1.317712 -2.725972 -5.453097 2.401239 -0.646367 3.316329 -2.267161 -8.108774 -1.588845 -0.479226 0.203951 2.583329 -4.390470 -2.269400 0.321610 -1.344883 -0.440409 1.060386 -5.067225 -0.131241 1.688719 -0.585541 -0.247250
4.040000 -21.891218 -4.478142 -1.190719 0.122086 8.076769 -0.316513 8.983029 -1.404566 -10.478774 -0.411981 0.237129 -0.383667 -2.345430 -0.725019 -0.155674 -0.056764 -0.637371 0.061015 -0.690153 -1.021291 0.452011 0.353208 0.163931 -0.492063
4.060000 2.159622 3.275366 -7.631941 -13.949995 -14.581549 -1.194437 9.707583 -0.474614 -6.357447 3.995874 -1.376980 -0.426835 -4.393506 -0.147861 1.861205 -0.120520 0.123762 0.553957 0.440940 -0.452934 -0.549022 -0.043169 0.536285 -0.749022
4.080000 19.752329 10.561783 -10.120295 -7.672920 -29.267540 -2.963531 10.201988 2.885634 -4.508501 3.131798 -0.096710 -0.729993 4.770619 -8.529335 0.855942 -1.310499 1.694888 -0.635896 0.481460 1.194811 -2.867856 2.465931 -0.695373 0.952743
4.100000 18.420687 18.785988 -13.147242 -3.481462 -28.535572 -3.437042 3.169396 4.932620 -3.287904 -6.218828 6.043326 -0.747504 6.732037 -9.104753 0.036472 -0.544710 0.940787 -1.074143 0.992369 -0.923454 -2.995415 2.744106 -0.087037 -0.640070
4.120000 10.385851 23.600883 -13.094131 4.704208 -30.277794 -3.846335 -10.918464 3.338372 -1.288057 -15.168649 12.118300 -1.022819 7.560548 -6.705333 -0.277626 0.153483 0.175564 0.347288 -0.131165 -1.382967 -2.093023 3.144510 0.338985 0.081211
4.140000 5.156975 21.184351 -11.215113 6.372454 -34.084320 -4.228795 -4.188216 0.863968 0.561128 -17.563353 10.842438 -0.225076 4.452278 -6.616614 0.109524 2.364315 -1.627063 -0.074772 -0.558080 -1.536147 -2.432328 2.875748 -0.099500 -0.366432
4.160000 -4.808733 14.856858 -8.575128 9.390023 -33.614281 -5.136102 6.541177 -1.814699 2.909805 -12.276162 7.856076 0.203131 3.457141 -6.289412 1.127643 2.552109 -3.452873 0.671114 -0.519540 -0.251890 -2.727628 3.199293 0.654705 -0.833606
4.180000 -6.752392 13.865569 -7.017610 8.982277 -32.936459 -5.539878 6.771762 -0.208571 5.044094 -4.803020 3.612916 -0.163586 2.171462 -6.947997 -0.614696 2.654191 -3.524321 1.106520 -0.949552 -1.061054 -3.149510 3.348090 0.395066 -0.481733
4.200000 -3.885965 8.812849 -4.163430 7.446125 -30.132347 -4.217811 4.633139 -2.015090 -0.605791 2.963561 -2.379088 -0.297108 3.495205 -10.147065 -0.595423 2.669585 -2.683839 -0.076920 0.012979 -2.438239 -1.795831 3.284235 -0.455185 0.280940
4.220000 -8.194848 5.961603 -1.847699 7.761185 -20.919662 -2.651363 7.123024 -0.139699 -0.779612 3.287959 0.342568 0.129584 5.036446 -12.739664 0.498948 1.562160 -0.687489 -0.537233 0.499667 -4.419624 -1.451559 1.271604 -0.104591 0.488702
4.240000 -16.946074 3.866452 0.472298 10.647696 -16.563635 -2.292856 11.213427 1.321813 -1.411680 1.815010 1.445518 2.704753 2.048181 -9.358191 1.681260 1.144336 -1.221975 -0.972783 1.069248 -4.048206 -1.095033 1.568668 -0.621321 0.464292
4.260000 -11.203829 3.576597 -1.038129 8.099211 -16.555914 -1.663077 4.246762 1.342505 -2.009727 0.124054 2.570179 1.237039 0.269543 -7.218044 1.694452 0.863396 -1.090181 0.146777 0.218096 -4.649583 -1.505689 2.516126 -0.081928 0.208330
4.280000 -7.121243 2.799742 -1.338544 2.243443 -17.786404 -0.912359 -1.677457 0.502742 -2.337200 -0.648146 2.167195 0.760389 3.198840 -7.742586 0.853445 0.349646 -0.941371 -0.142802 0.163493 -4.549349 -2.069753 3.148621 -0.441379 0.254029
4.300000 -1.461862 3.463331 -1.492104 -3.677187 -16.785883 -0.281217 -1.880782 -0.550028 -0.486610 0.763298 0.508731 0.218498 5.367442 -7.370297 -0.368463 0.742622 -0.771137 -0.097569 -0.262824 -2.895743 -2.118257 2.554236 -0.005453 -0.194119
4.320000 -0.019501 2.536577 0.061007 -9.106304 -18.196539 0.209593 0.970922 -0.955556 1.506852 1.548832 -1.976290 0.359974 4.834572 -5.870973 -1.222343 1.750231 -1.938314 0.267304 -0.237712 -1.661160 -1.797524 1.986200 0.197613 -0.146692
4.340000 0.783601 -1.112295 3.360207 -14.620543 -18.637783 1.200333 5.118298 -1.356776 -0.004131 1.272574 -4.476753 0.942308 3.819136 -4.285192 -0.677320 2.330813 -2.941465 -0.070990 0.013186 -1.313861 -1.245067 1.580180 0.001242 -0.159626
4.360000 -0.943566 -6.661341 6.800288 -18.637758 -16.552641 2.106593 11.736476 -1.791919 -3.140758 -0.414327 -7.832884 0.965217 3.984967 -4.191903 -0.521277 2.666850 -2.994768 0.079568 -0.051214 -0.864405 -1.514661 1.649135 -0.363858 0.305221
4.380000 -7.782581 -10.044471 7.875091 -19.943201 -11.472166 2.639642 16.237474 -2.684960 -4.644729 -4.209113 -10.280180 0.325356 4.603691 -1.885051 -1.273153 2.299412 -2.491174 -0.209328 0.035379 -0.502559 -1.532806 1.675312 -0.346398 0.362386
4.400000 -11.558192 -10.666520 7.354747 -12.330416 -7.924747 1.224013 20.748278 -3.303204 -4.941302 -6.660979 -13.011615 0.351494 3.077404 0.016236 -1.455949 1.512833 -1.901551 -0.100694 -0.084173 0.542671 -1.029865 1.457620 -0.297085 0.113972
4.420000 -18.427647 -9.409698 7.267630 0.257264 -1.355859 0.444716 25.124039 -3.026823 -5.730265 -8.185452 -16.883902 0.987481 -0.336455 0.431026 -1.549637 1.093547 -1.435688 0.096257 -0.172236 0.508174 -0.939059 1.283240 -0.557081 0.337317
4.440000 -16.565298 -9.293643 7.917457 3.681007 2.310437 -0.723527 25.261724 -3.040321 -5.978909 -6.921967 -19.806278 2.031058 -0.589462 -1.062929 -1.004068 1.393437 -1.626513 0.208905 0.107515 -0.551553 -0.611160 0.821478 0.174553 -0.318101
4.460000 -12.813308 -7.336335 4.047821 2.728286 -1.129937 -0.791411 18.684113 -1.545966 -5.343203 -3.384864 -19.786930 2.257543 0.498283 -0.218046 -0.799028 1.999733 -2.581282 -0.123080 0.043485 -0.183808 -0.837352 1.218253 -0.164435 0.099490
4.480000 -8.989298 -5.224337 0.960897 4.170454 -5.302220 -1.046248 13.458470 1.216517 -4.923541 -0.144551 -15.645485 1.973438 2.113772 0.875347 -1.147790 2.850557 -3.335124 0.072002 0.035317 1.071497 -1.395033 1.398529 -0.290975 0.331823
4.500000 -7.431468 -2.681283 0.237745 3.231443 -6.780184 -1.440409 8.872447 2.779254 -4.389391 2.588866 -9.639984 1.835971 1.705950 1.479267 -1.348113 3.177992 -3.782764 0.285721 -0.191739 1.401429 -1.698738 1.424744 -0.139594 0.197337
4.520000 -6.205543 -1.380230 -0.145654 -3.480746 -2.881016 -0.864124 4.339758 1.282240 -3.229208 4.519893 -5.132418 1.865960 -0.390416 1.369505 -1.074188 3.024816 -3.984486 0.305800 -0.064533 0.469783 -1.050206 1.488073 0.163020 -0.143417
4.540000 -8.325121 0.954328 5.867161 -7.183733 -11.225157 0.626278 1.747434 -2.188720 -3.004227 3.954467 -3.603231 1.580965 -2.480601 1.259851 -1.047499 2.172061 -2.605343 0.448757 -0.389403 -0.741204 -1.129572 1.819330 0.340209 -0.157388
4.560000 -4.597772 -4.190361 3.978738 -5.574696 -9.868731 -0.450762 5.136214 -3.287387 -4.913929 5.888671 -6.850905 1.823851 -0.500299 -2.274456 -0.205386 1.361001 -1.882136 0.104830 -0.177142 -0.998680 -1.415132 1.983979 -0.118214 -0.197364
4.580000 -9.409658 -3.996945 3.019988 -1.894291 -7.796382 -0.824263 8.957100 -4.435308 -2.923808 6.483441 -8.896637 1.788080 1.099419 0.071863 0.204762 0.785262 -1.253111 0.083407 0.003242 -0.092411 -1.928333 2.103383 0.021791 -0.091738
4.600000 -8.621456 -4.340146 4.160896 0.327619 -6.674895 -0.716411 8.627622 -4.690202 -2.742846 5.560660 -10.453071 2.224404 1.956779 1.946593 -0.138434 1.405268 -1.453750 0.097871 -0.150761 0.270578 -1.342906 1.812826 -0.093870 -0.102484
4.620000 -12.561025 -4.763340 5.029478 1.337107 -5.953551 -0.531832 12.928533 -5.066883 -4.216822 5.710430 -12.131802 2.542844 0.400140 2.447042 -0.677178 1.964145 -1.544042 -0.382046 0.221771 0.511823 -1.380316 1.318028 -0.121451 0.226299
4.640000 -11.249655 -6.252490 6.847561 2.026799 -3.834075 -0.418413 14.385002 -5.228987 -5.043509 6.469882 -12.058102 2.793469 0.243700 0.247997 -0.177410 1.874057 -1.740940 -0.574153 0.390734 0.834860 -1.454647 1.460464 0.142671 -0.121246
4.660000 -11.082592 -5.494279 6.739432 3.623629 -4.483330 -0.672544 12.109954 -5.139663 -4.504161 5.925254 -9.899941 2.372715 -0.612610 1.752360 -0.300298 2.046116 -2.353344 0.134684 0.201741 0.931694 -1.314867 1.038435 -0.062200 -0.130207
4.680000 -8.027606 -3.926672 7.126998 4.488546 -4.018432 -0.425065 8.166853 -4.288074 -4.264518 8.130666 -10.588981 2.480238 0.521968 -1.081599 -0.159675 2.083708 -2.382225 -0.002604 -0.141208 0.396515 -1.093045 1.363866 -0.047551 -0.075475
4.700000 -10.274355 -5.111196 8.197421 4.304824 -2.858610 -0.422974 9.129770 -3.773276 -4.291163 8.485749 -10.599025 2.305466 1.951045 -1.616511 -0.344593 1.841252 -2.123513 0.262258 -0.115332 -0.135570 -0.882309 0.938487 -0.229120 0.081867
4.720000 -11.936049 -7.202046 6.502329 3.196322 -0.679159 0.223424 7.804349 -4.737560 -4.624512 10.423036 -10.918868 2.908824 1.760580 -1.478552 0.049350 2.011315 -1.988896 -0.307027 0.039944 -0.420017 -0.997122 0.867167 -0.120820 0.374139
4.740000 -13.525315 -8.099194 4.875241 2.964576 -1.109624 -0.248647 9.493406 -3.608406 -4.774656 10.746149 -9.612005 2.880409 1.045565 0.750941 -0.289912 1.981541 -2.361192 0.197666 -0.020257 -0.068446 -1.014203 0.984842 -0.033326 -0.135868
4.760000 -14.378984 -7.485709 2.817366 3.952525 -2.672497 0.162071 10.616406 -1.515936 -5.267759 9.758703 -8.195482 2.512650 1.368917 1.913212 -0.436981 2.144193 -2.598759 0.025357 -0.185886 0.175235 -0.800028 0.647008 -0.020523 -0.008842
4.780000 -14.587940 -6.363655 2.121488 4.054413 -3.486629 0.233314 11.801521 -0.516545 -5.088563 8.418115 -7.570508 2.350427 0.766480 2.187665 -0.584973 1.938697 -2.449020 0.173290 -0.105308 0.505129 -0.790280 0.874904 -0.153410 0.186195
4.800000 -14.115602 -6.387527 2.119932 3.633299 -3.556164 0.393062 11.865687 -0.586881 -5.601362 8.179535 -8.436043 2.493088 1.065261 0.465350 -0.263765 1.659356 -2.216800 -0.030358 -0.003844 0.442369 -0.850963 1.161801 -0.183578 0.104031
4.820000 -15.190907 -7.069653 2.473041 3.458758 -3.775540 0.454900 11.661972 -0.684762 -5.543678 8.087733 -8.354568 2.672112 1.240630 0.013646 -0.235244 1.635801 -2.098278 -0.048551 0.009083 0.378122 -1.014583 1.290443 -0.184870 0.142061
4.840000 -13.890301 -7.637115 3.032230 2.953696 -4.062107 0.254601 11.678720 -0.302692 -5.612352 8.199475 -8.760631 2.798631 1.930759 -1.206750 -0.115636 1.919877 -2.201274 -0.020248 0.015192 0.220645 -1.292309 1.321867 0.002721 -0.091985
4.860000 -13.573064 -8.241534 3.416040 3.084991 -4.847856 0.131838 12.202331 0.243403 -5.342752 8.766214 -9.214588 2.895479 1.616613 -0.699685 -0.155073 2.114861 -2.410502 0.071841 -0.087887 0.250256 -1.315474 1.467005 -0.027474 0.074031
4.880000 -12.651306 -8.117378 3.211147 2.637401 -4.615821 0.003728 12.215075 0.583553 -5.342280 9.602581 -9.715656 2.962086 1.066056 -0.846988 -0.069041 2.388247 -2.517181 0.011519 -0.083654 -0.049408 -1.416085 1.578511 0.028180 0.098760
4.900000 -12.667600 -8.098036 3.181532 3.041379 -4.512856 -0.123803 11.701615 1.108638 -5.306361 10.617792 -9.269497 2.999208 0.492506 -0.207424 -0.116036 2.359623 -2.592910 0.088509 -0.094094 -0.275650 -1.499796 1.635994 -0.052235 0.082689
4.920000 -11.012060 -7.530357 3.062186 2.233733 -3.070899 -0.092000 10.643028 1.313140 -5.258099 12.200167 -9.481079 3.060284 -0.490565 0.131668 -0.061563 2.393927 -2.489959 0.004141 -0.061445 -0.541886 -1.574586 1.570894 -0.075467 0.064978
4.940000 -11.197725 -7.481372 3.261158 1.822160 -1.773304 -0.087635 10.257986 1.613731 -5.076295 13.459482 -9.295511 3.010067 -0.608199 0.115047 0.159913 2.219889 -2.287469 0.099804 -0.104156 -0.472072 -1.420256 1.530117 -0.079986 0.126923
4.960000 -11.413124 -8.283575 3.931807 1.823795 -0.728336 -0.156872 8.554988 1.560928 -4.802636 14.830292 -8.806929 3.032030 -0.954702 -0.102197 0.517953 2.050742 -2.228663 0.151840 -0.119663 -0.440802 -1.331401 1.419896 -0.097663 0.156761
4.980000 -11.348042 -8.724781 4.346126 2.518177 -0.607202 -0.259285 7.735573 1.442759 -4.714380 14.984606 -7.696222 2.978848 -0.843188 -0.551805 0.655344 1.884493 -2.203089 0.116032 -0.130304 -0.575382 -1.284500 1.386991 -0.060513 0.150131
5.000000 -10.975853 -7.829171 4.052526 3.289136 -0.802055 -0.321874 7.839824 1.286566 -4.445820 14.188440 -6.596627 2.802619 -0.059434 -1.394120 0.597614 1.755868 -2.122981 0.161763 -0.090253 -0.685424 -1.142215 1.381865 -0.088783 0.091715
5.020000 -11.061386 -6.881298 3.725784 4.437684 -1.538345 -0.253869 7.831750 1.108205 -3.796479 13.244755 -5.529468 2.631758 0.607412 -1.364437 0.633400 1.659113 -2.125507 0.149936 -0.120422 -0.596957 -1.067372 1.435766 -0.097855 0.120770
5.040000 -10.103096 -6.632437 3.554849 5.009957 -2.017323 -0.409485 5.989966 0.712105 -3.182415 14.236656 -5.669103 2.657185 0.600856 -1.335366 0.510575 1.742638 -2.179178 0.079764 -0.040212 -0.562290 -1.177649 1.565516 -0.056752 0.005440
5.060000 -9.190102 -6.568316 3.499633 5.166594 -2.202166 -0.627196 3.772512 0.651383 -3.080343 15.481565 -5.637558 2.648644 0.724805 -0.914435 0.311595 1.844555 -2.241099 0.041658 -0.053391 -0.558671 -1.359370 1.701367 -0.027376 0.035568
5.080000 -7.349359 -6.263317 3.359991 4.763192 -2.017189 -0.753510 1.211140 0.772743 -3.008817 16.348824 -5.354552 2.557188 0.690253 -0.417548 0.042145 1.960847 -2.270851 0.089803 -0.082570 -0.552249 -1.534571 1.805268 -0.062795 0.091547
5.100000 -6.307165 -6.073914 3.231561 4.667676 -2.084005 -0.898222 -0.944871 1.002036 -2.995485 17.124653 -5.153154 2.500823 0.807078 -0.307512 -0.137997 1.912558 -2.151936 0.126160 -0.103934 -0.322335 -1.649995 1.912753 -0.046474 0.101163
5.120000 -5.799417 -5.861849 3.126117 4.684474 -2.034653 -1.060535 -1.204285 1.225799 -2.863256 17.202749 -4.636539 2.405629 1.329609 -0.768358 -0.172424 1.796414 -2.011084 0.096513 -0.071627 -0.109084 -1.710550 1.903428 -0.033729 0.042405
5.140000 -5.430137 -5.606358 3.021739 4.777668 -2.137563 -1.151635 -1.008401 1.424263 -2.745301 16.559855 -3.914867 2.336498 2.054271 -1.500215 -0.143851 1.709231 -1.906287 0.013475 -0.016601 -0.039413 -1.654422 1.833045 -0.017785 0.040143
5.160000 -4.786436 -5.238178 2.847274 4.941678 -2.423931 -1.178689 -0.779155 1.504445 -2.563436 15.825714 -3.546097 2.274371 2.652962 -2.303172 -0.086167 1.600765 -1.789217 -0.043658 0.044420 -0.059068 -1.548772 1.708114 -0.031971 0.015473
5.180000 -4.924009 -4.901039 2.567009 5.554650 -2.878703 -1.200920 -0.062964 1.416379 -2.417300 14.741307 -2.916730 2.133548 3.086914 -2.991641 0.032520 1.474186 -1.725405 -0.086533 0.060905 -0.119897 -1.411600 1.584344 0.012277 0.034180
5.200000 -5.720805 -4.202903 2.058954 6.513182 -3.465942 -1.301579 0.235184 1.237276 -2.083113 13.321949 -1.996068 1.946345 3.579084 -3.600787 0.098199 1.413415 -1.649427 -0.065417 0.043943 -0.178654 -1.404612 1.584056 -0.016155 0.044794
5.220000 -6.571394 -3.673026 1.710015 7.492690 -4.291775 -1.368513 0.580045 1.000773 -1.798175 12.112398 -1.338345 1.749536 4.045959 -3.927703 0.110901 1.417256 -1.614561 -0.059790 0.050901 -0.123366 -1.484709 1.645246 -0.007744 0.025073
5.240000 -6.458539 -3.662138 1.527223 7.963854 -4.944210 -1.442838 0.543675 0.713839 -1.701037 12.027144 -1.468916 1.647644 4.238250 -4.165041 0.082971 1.493810 -1.755625 -0.073168 0.097367 -0.065326 -1.505811 1.725096 0.054625 -0.068590
5.260000 -6.012484 -3.712687 1.538354 7.981009 -5.305347 -1.549902 0.082636 0.672990 -1.588239 12.355236 -1.680020 1.653138 4.394815 -4.145221 -0.077771 1.584200 -1.921421 -0.088078 0.100524 -0.072452 -1.531408 1.811230 0.055567 -0.043438
5.280000 -5.274900 -3.424208 1.574401 7.665011 -5.584338 -1.662972 -1.211589 0.951932 -1.646891 12.472843 -1.841646 1.652184 4.436964 -4.096699 -0.211504 1.668226 -2.068820 -0.093567 0.095052 -0.213553 -1.564727 1.842657 0.019691 0.004471
5.300000 -4.879847 -2.950185 1.475399 7.371738 -5.885221 -1.776051 -2.718938 1.197817 -1.764740 12.270971 -1.822551 1.630384 4.397863 -4.079585 -0.268454 1.702177 -2.094686 -0.073581 0.060973 -0.298974 -1.617238 1.881436 -0.030989 0.078988
5.320000 -4.758581 -2.385063 1.124123 7.086758 -5.777813 -1.837561 -3.027995 1.276400 -1.802427 11.723310 -1.546810 1.542653 4.520190 -4.427829 -0.192717 1.666131 -2.008983 -0.060741 0.042649 -0.365113 -1.736173 1.937276 -0.018769 0.079663
5.340000 -5.052833 -2.198063 0.901239 6.928514 -5.761022 -1.859939 -2.532414 1.310773 -1.524467 11.492413 -1.640331 1.487138 4.617067 -4.677732 -0.048577 1.629579 -1.909867 -0.058284 0.052514 -0.363279 -1.772532 1.961042 -0.021756 0.026677
5.360000 -4.993218 -2.358474 0.943200 6.703325 -5.910786 -1.848393 -1.955493 1.325142 -1.312256 11.456436 -1.981512 1.526681 4.442202 -4.601766 0.021104 1.597169 -1.828360 -0.105021 0.074602 -0.336955 -1.691758 1.860474 -0.016539 0.010489
5.380000 -5.206991 -2.763265 1.053645 6.669547 -6.202896 -1.862286 -1.837950 1.325806 -1.478092 11.126593 -1.998503 1.591872 4.164763 -4.589873 0.034597 1.541816 -1.794922 -0.106577 0.083328 -0.411862 -1.567576 1.776804 0.041105 0.031644
5.400000 -5.747148 -2.755727 1.057797 6.665240 -6.322106 -1.944281 -1.185969 1.332946 -1.489769 10.224506 -1.660445 1.605398 4.117581 -4.673540 0.057039 1.516685 -1.803183 -0.083128 0.063118 -0.436023 -1.563600 1.743326 0.009616 0.013487
5.420000 -6.031738 -2.473501 1.046722 6.227382 -6.130380 -1.986804 -0.160213 1.227532 -1.359218 9.405585 -1.599941 1.606224 4.342087 -4.689126 0.128903 1.537440 -1.809035 -0.083908 0.066477 -0.338472 -1.540563 1.755706 -0.011445 0.004476
5.440000 -5.876680 -2.425505 1.003269 5.745541 -6.100196 -1.977682 0.189411 0.997399 -1.374784 8.720642 -1.723520 1.648436 4.405520 -4.664809 0.177450 1.538164 -1.770180 -0.103418 0.067460 -0.262531 -1.522652 1.808043 -0.001346 -0.001868
5.460000 -5.813097 -2.599856 1.008837 5.374177 -6.144086 -1.953059 0.345054 0.784626 -1.474702 8.016423 -1.694710 1.656114 4.241484 -4.417828 0.165617 1.530074 -1.780399 -0.073763 0.038983 -0.234260 -1.556071 1.834638 0.003710 0.006805
5.480000 -5.781426 -2.651390 1.022795 4.937229 -6.073860 -1.942520 0.546003 0.662231 -1.388133 7.546783 -1.776948 1.693184 4.017541 -4.120297 0.138122 1.544566 -1.796065 -0.051406 0.022531 -0.160259 -1.580927 1.840708 -0.010194 0.007581
5.500000 -5.865161 -2.575429 1.029894 4.790667 -6.159429 -1.944102 1.399501 0.549666 -1.056235 7.071422 -1.955750 1.765001 3.886633 -3.768897 0.192301 1.556645 -1.784210 -0.049091 0.014980 -0.008560 -1.599536 1.830547 0.000355 -0.002622
5.520000 -6.140117 -2.697995 1.015566 4.742753 -6.202245 -1.923727 2.410294 0.396681 -0.914687 6.714361 -2.303032 1.854399 3.505602 -3.518483 0.218848 1.577220 -1.810741 -0.066462 0.050221 0.019065 -1.630273 1.877720 0.023660 0.002597
5.540000 -7.074968 -2.780337 0.958565 4.595890 -6.007382 -1.869185 2.922800 0.379860 -1.220587 5.939253 -2.219920 1.897669 3.085457 -3.278893 0.159658 1.598109 -1.893515 -0.050065 0.042056 -0.081329 -1.685503 1.946035 0.007532 0.021998
5.560000 -7.423658 -2.592041 0.848040 4.222699 -5.643521 -1.781864 3.349338 0.455573 -1.597600 5.108481 -2.035511 1.903332 2.851589 -3.068724 0.157115 1.624120 -1.987307 -0.024013 0.019466 -0.123733 -1.683563 1.986438 -0.000185 0.011192
5.580000 -7.535446 -2.631001 0.827412 4.073746 -5.585084 -1.712209 3.873956 0.485976 -1.623774 5.072069 -2.560577 1.954599 2.712969 -2.926637 0.207185 1.604001 -1.957642 -0.024735 0.035010 -0.037847 -1.674596 1.988395 0.010995 -0.023400
5.600000 -7.879362 -2.988932 0.992273 4.007792 -5.639793 -1.642146 4.769655 0.523798 -1.481403 5.220121 -3.464394 2.074535 2.445027 -2.644142 0.184662 1.599506 -1.902446 -0.074173 0.069614 -0.030504 -1.672193 1.966842 0.015185 -0.017699
5.620000 -8.289836 -3.353556 1.166525 3.773198 -5.563481 -1.555787 5.190758 0.639241 -1.617597 5.046237 -4.213018 2.209261 1.912100 -2.218886 0.059240 1.622990 -1.913331 -0.095568 0.082003 -0.234938 -1.654608 1.985613 0.032418 -0.006320
5.640000 -8.776354 -3.400784 1.184870 3.504216 -5.490801 -1.464468 4.722443 0.846822 -2.068594 4.456030 -4.533100 2.249434 1.492547 -1.932749 -0.013493 1.636461 -1.941870 -0.060517 0.033454 -0.450884 -1.685053 2.031388 0.014439 0.014932
5.660000 -8.804767 -3.278985 1.149165 3.240179 -5.499838 -1.382672 5.093565 1.021220 -2.474346 3.834417 -4.849483 2.209292 1.438163 -1.933055 0.114698 1.651044 -1.926955 -0.043308 0.000208 -0.447699 -1.749893 2.051465 0.000980 0.011786
5.680000 -8.751986 -2.968033 0.953679 2.955643 -5.495660 -1.308461 5.647992 1.086748 -2.716489 3.392806 -5.573670 2.223266 1.437327 -2.023077 0.223262 1.626202 -1.894466 -0.056970 -0.001085 -0.358243 -1.785198 2.093813 -0.004528 0.005477
5.700000 -9.119550 -2.539341 0.686034 2.761773 -5.505481 -1.188221 6.046413 1.140922 -3.021422 2.549175 -6.165290 2.238419 1.243942 -1.925019 0.215597 1.617721 -1.893721 -0.035333 -0.019563 -0.433613 -1.792367 2.147160 0.010139 0.028200
5.720000 -9.360871 -2.147403 0.448485 2.649103 -5.711695 -1.066446 6.494421 1.250075 -3.461284 1.640539 -6.609010 2.209921 1.169430 -2.076871 0.311957 1.625332 -1.916067 0.019853 -0.064191 -0.510087 -1.775266 2.142110 0.009133 0.014124
5.740000 -8.914307 -1.598630 0.074051 2.481197 -6.128670 -0.988991 7.101622 1.345784 -3.816289 0.724236 -7.023392 2.141416 1.474147 -2.392375 0.521105 1.667748 -1.927257 0.051714 -0.103385 -0.401409 -1.771697 2.084287 -0.027640 0.019816
5.760000 -7.875763 -0.698101 -0.602301 2.124985 -6.513451 -0.928628 8.092010 1.429213 -4.112352 -0.707875 -7.361103 2.091407 1.855701 -2.668216 0.694415 1.731719 -1.936073 0.048486 -0.103094 -0.183399 -1.777906 1.994632 -0.006018 0.005585
5.780000 -7.524576 0.048994 -1.260785 1.830087 -6.861259 -0.898197 8.777551 1.613406 -4.413632 -2.301803 -7.796356 2.078501 2.000494 -2.818335 0.758225 1.742556 -1.942111 0.083750 -0.107360 0.047293 -1.737131 1.904753 0.045465 -0.014531
5.800000 -7.283081 0.259845 -1.560381 1.390598 -6.930239 -0.902977 9.837914 1.795455 -4.583631 -3.618627 -8.323034 2.101529 2.059711 -2.844462 0.904881 1.724199 -1.934459 0.113846 -0.100069 0.325750 -1.577362 1.738635 0.055248 -0.036606
5.820000 -6.734037 0.128364 -1.612916 0.851095 -6.935965 -0.917891 10.577913 1.998152 -4.689185 -4.497816 -8.860264 2.145788 2.155610 -2.717538 1.054973 1.700594 -1.920314 0.119086 -0.082233 0.594646 -1.380389 1.543666 0.030956 -0.040027
5.840000 -6.066476 -0.138051 -1.620329 0.278153 -6.978706 -0.927009 10.827346 2.250632 -4.907733 -5.202108 -9.253931 2.184768 2.142920 -2.388988 1.021400 1.686815 -1.902590 0.109383 -0.051260 0.760791 -1.284935 1.401082 0.006853 -0.012156
5.860000 -5.912972 -0.531409 -1.484622 -0.289308 -6.993163 -0.932685 10.787498 2.501751 -5.073937 -5.688806 -9.543059 2.207869 2.141095 -2.082527 0.866934 1.638471 -1.848720 0.097938 -0.033615 0.867288 -1.261331 1.345807 0.019642 -0.000678
5.880000 -6.051589 -1.003134 -1.233315 -0.918990 -6.917036 -0.931728 10.290683 2.589168 -5.000253 -5.797021 -9.910347 2.258253 2.192165 -1.859019 0.678163 1.575886 -1.789111 0.070982 -0.007559 0.902710 -1.270569 1.376300 0.025484 -0.002643
5.900000 -6.202527 -1.508571 -1.065392 -1.477799 -6.824166 -0.921093 9.724410 2.424007 -4.736304 -5.687223 -10.388422 2.329009 2.147944 -1.620969 0.538349 1.531638 -1.749283 0.025294 0.032461 0.886268 -1.328029 1.441000 0.024039 -0.011042
